LibraryName	DBS-ID	RS	OCLCRegistry	OCLC	LibraryID
Stadtbücherei Krempe	GP805	10615153055			203513
Stadtbücherei Kronberg im Taunus	JN605	64340006006			206844
Stadtbücherei Krumbach	JL700	97740150150			209010
Stadtbücherei KulTourBackes	GD238	59700016016			206511
Stadtbücherei Külsheim	GB783	81280064064			210403
Stadtbücherei Künzelsau	KR417	81265003046			207984
Stadtbücherei Königsberg in Bayern	JC695	96740164164			210257
Stadtbücherei Königsbrunn	JC154	97720163163			209002
Stadtbücherei Königslutter am Elm	KL420	31540013013			204606
Stadtbücherei Laatzen	GM523	32410009009			203863
Stadtbücherei Lage	AK372	57660040040			204055
Stadtbücherei Lahnstein	JK069	71410075075			206379
Stadtbücherei Lahnstein	JK069	71410075075			206381
Stadtbücherei Laichingen	LR393	84255007071			209360
Stadtbücherei Lampertheim	GA468	64310013013			207491
Stadtbücherei Landau a.d. Isar, Ausleihstelle St. Johannes	SM761	92790122122			209915
Stadtbücherei Landstuhl	HT026	73355005022			207305
Stadtbücherei Langen/Hessen	HB272	64380006006			206866
Stadtbücherei Langenselbold	GU487	64350017017			206891
Stadtbücherei Langenzenn	JA984	95730120120			209473
Stadtbücherei Lauda	JH590	81280139139			210408
Stadtbücherei Lauf	JB162	95740138138			209528
Stadtbücherei Laufen	HQ530	91720122122			208681
Stadtbücherei Laufenburg	HA036	83370066066			208452
Stadtbücherei Lauingen (Donau)	JC130	97730144144			209409
Stadtbücherei Lauterbach	LB835	65350011011			204469
Stadtbücherei Lauterecken	HT002	73365008058			207471
Stadtbücherei Leichlingen	HN260	53780016016			204940
Stadtbücherei Leichlingen	HN260	53780016016			204941
Stadtbücherei Leimen	GB941	82260041041			207519
Stadtbücherei Leinfelden	KR442	81160078078			207574
Stadtbücherei Leinfelden-Echterdingen	KR442	81160078078			207575
Stadtbücherei Lemgo	GD469	57660044044			204045
Stadtbücherei Lengenfeld	WE758	145230170170			202895
Stadtbücherei Lengerich	AC420	55660040040			205590
Stadtbücherei Leonberg	KR466	81150028028			207602
Stadtbücherei Lindau/Bodensee	JC099	97760116116			209235
Stadtbücherei Lindenberg i. Allg.	JC087	97760117117			209239
Stadtbücherei Lorch	GY786	81360042042			207883
Stadtbücherei Lüdenscheid	AH247	59620032032			206619
Stadtbücherei Lünen	AL248	59780024024			204967
Stadtbücherei Lütjenburg/Ostholstein	JP452	10575727048			203472
Stadtbücherei Löffingen	HA127	83155010070			208475
Stadtbücherei Löhne	GD627	57580024024			204043
Stadtbücherei Maintal	MT001	64350019019			206881
Stadtbücherei Marbach am Neckar	LB975	81185005049			207641
Stadtbücherei Marburg		65340014014			204291
Stadtbücherei Markgröningen	KR569	81180050050			207648
Stadtbücherei Marktbreit	JP567	96755618147			210212
Stadtbücherei Marktleuthen	JM674	94790135135			209982
Stadtbücherei Marktoberdorf	GN643	97770151151			209170
Stadtbücherei Marktredwitz	HN454	94790136136			210012
Stadtbücherei Marktsteft	LD571	96755616148			210214
Stadtbücherei Marne	HK222	10515166072			203536
Stadtbücherei Maxhütte-Haidhof	GN631	93760141141			209766
Stadtbücherei Mayen	HJ874	71370068068			206476
Stadtbücherei Mechernich	KG189	53660028028			206148
Stadtbücherei Meersburg	HA188	84355004036			209346
Stadtbücherei Meinerzhagen	LC013	59620036036			206621
Stadtbücherei Meinerzhagen	LC013	59620036036			206622
Stadtbücherei Meldorf	JK562	10515175074			203535
Stadtbücherei Mellrichstadt	HZ462	96735633142			210320
Stadtbücherei Melsungen	KD607	66340014014			204182
Stadtbücherei Mengen	JQ420	84375002076			209324
Stadtbücherei Meschede	AB373	59580032032			206759
Stadtbücherei Metzingen	HP197	84155002050			207771
Stadtbücherei Meßstetten	GC581	84175005044			207748
Stadtbücherei Michelstadt	HN685	64370011011			207073
Stadtbücherei Miesbach	HQ505	91820125125			208725
Stadtbücherei Miltenberg	GD688	96760139139			207005
Stadtbücherei Mindelheim	JC038	97780173173			209195
Stadtbücherei Mitterteich	JM650	93775347141			210018
Stadtbücherei Monschau	KF884	53340020020			205928
Stadtbücherei Monschau	KF884				205931
Stadtbücherei Moosburg a.d. Isar	HQ931	91780143143			208910
Stadtbücherei Munster	HD712	33580016016			203833
Stadtbücherei Murrhardt	KR624	81190044044			207626
Stadtbücherei Mühlheim	JM935	64380008008			206859
Stadtbücherei Münchingen		81180080080			207580
Stadtbücherei Münnerstadt	HZ449	96720135135			210335
Stadtbücherei Münsingen	GC805	84155003053			207766
Stadtbücherei Münster	AA447	55150000000			205302
Stadtbücherei Mölln	AE258	10530090090			203442
Stadtbücherei Mörfelden-Walldorf	HB740	64330008008			207047
Stadtbücherei Mössingen	GY300	84165002025			207684
Stadtbücherei Naumburg	KE673	66330018018			204203
Stadtbücherei Nebenstelle Wolfersheim	JB241	100450112112			207236
Stadtbücherei Neckargemünd	GB965	82265005056			207516
Stadtbücherei Nettetal	GD081	51660016016			204820
Stadtbücherei Neu-Anspach	JF386	64340007007			206830
Stadtbücherei Neu-Ulm	JS830	97750135135			209379
Stadtbücherei Neubeckum	HY962	55700008008			206671
Stadtbücherei Neubulach	HE467	82355005047			208082
Stadtbücherei Neuburg an der Donau	JN095	91850149149			209058
Stadtbücherei Neuenbürg	JM893	82365005043			208070
Stadtbücherei Neuenrade	HJ436	59620048048			206644
Stadtbücherei Neuffen	LR228	81165004046			207788
Stadtbücherei Neukirchen-Vluyn	GF272	51700028028			205219
Stadtbücherei Neukloster	WF738	130745457057			203454
Stadtbücherei Neumarkt-Sankt Veit	SE122	91835149129			208807
Stadtbücherei Neumarkt-St. Veit	SE122	91835149129			208808
Stadtbücherei Neumünster	AD151	10040000000			203478
Stadtbücherei Neunburg	SM190	93760147147			209688
Stadtbücherei Neustadt a. d. Donau	GF466	92730152152			209792
Stadtbücherei Neustadt bei Coburg	JP828	94730151151			210106
Stadtbücherei Neustadt/Holstein	AC377	10550032032			203428
Stadtbücherei Neustadt/Weinstraße	LB343	73160000000			207415
Stadtbücherei Neutraubling	HJ965	93750174174			209743
Stadtbücherei Neuötting	QJ001	91710125125			208816
Stadtbücherei Niddatal	HC124	64400017017			206819
Stadtbücherei Nidderau	JP774	64350021021			206806
Stadtbücherei Niebüll	LH825	10545489088			203552
Stadtbücherei Nittenau	HJ953	93760149149			209767
Stadtbücherei Nordenham	GD743	34610007007			203706
Stadtbücherei Norderney	JZ595	34520020020			203634
Stadtbücherei Norderstedt-Mitte	AG498	10600063063			203407
Stadtbücherei Nortorf	HL974	10585864117			203484
Stadtbücherei Nürtingen	GE115	81165005049			207784
Stadtbücherei Oberasbach	LB471	95730122122			209457
Stadtbücherei Obernburg	SU846	96760145145			206965
Stadtbücherei Oberndorf am Neckar	JL517	83255002045			208361
Stadtbücherei Obernkirchen	HX702	32570028028			203985
Stadtbücherei Oberursel	AF263	64340008008			206839
Stadtbücherei Oberviechtach	GF582	93760151151			209699
Stadtbücherei Oberzent-Beerfelden	HP756	64370016016			207080
Stadtbücherei Ochsenfurt	HZ395	96790170170			210137
Stadtbücherei Oelde	DE-714	Library			206673
Stadtbücherei Oer-Erkenschwick	AK438	55620028028			205085
Stadtbücherei Offenstetten Abensberg	NR768	92730111111			209789
Stadtbücherei Oldenburg/Holstein	JN356	10550033033			203431
Stadtbücherei Olpe	AD448	59660024024			206555
Stadtbücherei Olsberg	LS324	59580036036			206775
Stadtbücherei Oppenheim	HS502	73395007049			206290
Stadtbücherei Ortenberg	HP434	64400019019			206933
Stadtbücherei Ortsteilbücherei Nienstedt	HW564	32520002002			204002
Stadtbücherei Osterhofen	QJ165	92710141141			209927
Stadtbücherei Ostfildern	LB264	81160080080			207910
Stadtbücherei Ostheim v.d. Rhön	JP907	96735639153			210324
Stadtbücherei Ottweiler	JB460	100430115115			207257
Stadtbücherei Pappenheim	JG330	95770158158			209620
Stadtbücherei Parsberg	GR930	93730151151			209658
Stadtbücherei Pegnitz	JN861	94720175175			209539
Stadtbücherei Peine	AD266	31570006006			203933
Stadtbücherei Penzberg	HQ104	91900141141			208577
Stadtbücherei Petershagen	KF550	57700028028			204039
Stadtbücherei Pfaffenhofen a.d. Ilm	RY945	91860143143			208898
Stadtbücherei Pfarrkirchen	GP003	92770138138			208780
Stadtbücherei Pfreimd	PL132	93765343153			209702
Stadtbücherei Pfullendorf	HC823	84375004088			209330
Stadtbücherei Pfullingen	HE364	84150059059			207800
Stadtbücherei Pinneberg	AL492	10560039039			203514
Stadtbücherei Pirmasens	AC298	73170000000			207327
Stadtbücherei Pirmasens	AC298	73170000000			207329
Stadtbücherei Plettenberg	AB439	59620052052			206649
Stadtbücherei Pleystein	JM765	93745331147			209727
Stadtbücherei Plön	JJ910	10570057057			203471
Stadtbücherei Pocking	QH926	92750141141			209830
Stadtbücherei Pocking	QH926	92750141141			209832
Stadtbücherei Pohlheim	GD378	65310014014			204339
Stadtbücherei Porta Westfalica	KG402	57700032032			204038
Stadtbücherei Preußisch Oldendorf	KE879	57700036036			204029
Stadtbücherei Pulheim	GC751	53620036036			205727
Stadtbücherei Pulheim	GC751	53620036036			205731
Stadtbücherei Quickborn	LB574	10560041041			203518
Stadtbücherei Radevormwald	KU650	53740036036			204921
Stadtbücherei Rahden	KP020	57700040040			204030
Stadtbücherei Rain	JN083	97795725201			209061
Stadtbücherei Ramstein-Miesenbach	GY476	73355008038			207311
Stadtbücherei Rathaus Annweiler am Trifels	GC374	73375001501			208202
Stadtbücherei Ratzeburg	AG218	10530100100			203443
Stadtbücherei Rauschenberg	KL353	65340017017			204322
Stadtbücherei Ravensburg	AB269	84365005064			209247
Stadtbücherei Rees	LQ121	51540044044			205175
Stadtbücherei Regen	HL743	92760138138			209886
Stadtbücherei Regensburg	GE164	93620000000			209733
Stadtbücherei Regensburg	GE164	93620000000			209736
Stadtbücherei Rehau	GK186	94750162162			209974
Stadtbücherei Rehburg-Loccum	HW102	32560025025			203967
Stadtbücherei Reinfeld	JY116	10620061061			203438
Stadtbücherei Reinheim	HP690	64320019019			207031
Stadtbücherei Rheinböllen	HK982	71405005125			206340
Stadtbücherei Rhoden	KA266	66350008008			204259
Stadtbücherei Riedenburg	GP027	92730164164			209794
Stadtbücherei Riedlingen	HE339	84265007097			209322
Stadtbücherei Rinteln	HX660	32570031031			203992
Stadtbücherei Rischenau	KN465	57660052052			204046
Stadtbücherei Rockenhausen	HS319	73335005502			207473
Stadtbücherei Rodgau		64380011011			206853
Stadtbücherei Roding	SA426	93720153153			209803
Stadtbücherei Rosbach vor der Höhe	GJ558	64400023023			206817
Stadtbücherei Rosenfeld	HE303	84170054054			207730
Stadtbücherei Rosenthal	LI351	66350017017			204306
Stadtbücherei Roth	JL712	95760143143			209512
Stadtbücherei Rothenburg	JQ730	95710193193			209579
Stadtbücherei Rottenburg	SA463	92740176176			208743
Stadtbücherei Rottweil	LR198	83255003049			208350
Stadtbücherei Rottweil	LR198	83255003049			208352
Stadtbücherei Rüsselsheim	GA596	64330012012			207120
Stadtbücherei Rödermark	NT625	64380012012			206872
Stadtbücherei Rösrath	GW340	53780028028			205864
Stadtbücherei Röttingen	SR972	96795654182			210189
Stadtbücherei Rötz	HK386	93720154154			209694
Stadtbücherei Saarburg	HL226	72355005118			206208
Stadtbücherei Sachsenhagen	HX623	32575407033			203970
Stadtbücherei Sachsenheim	KU583	81180076076			207938
Stadtbücherei Sankt Augustin	KS793	53820056056			206106
Stadtbücherei Sankt Ingbert	GB710	100450117117			207222
Stadtbücherei Sarstedt	LA855	32540028028			203915
Stadtbücherei Schenefeld	HD992	10560044044			203408
Stadtbücherei Schifferstadt	LR502	73380025025			207353
Stadtbücherei Schillingsfürst	JC634	95715502198			209593
Stadtbücherei Schleswig	AK219	10590075075			203495
Stadtbücherei Schlitz	HB478	65350015015			204415
Stadtbücherei Schloßmühle	HL871	84155005078			207773
Stadtbücherei Schneverdingen	HD682	33580019019			203834
Stadtbücherei Schorndorf	KR260	81195003067			207894
Stadtbücherei Schortens	JZ406	34550015015			203613
Stadtbücherei Schrobenhausen	HQ323	91850158158			209044
Stadtbücherei Schrozberg	KR272	81270075075			207969
Stadtbücherei Schwabmünchen	JB897	97720200200			209103
Stadtbücherei Schwalbach/Taunus	JN563	64360011011			207190
Stadtbücherei Schwalmstadt	QW244	66340022022			204277
Stadtbücherei Schwalmstadt-Treysa	KA138	66340022022			204279
Stadtbücherei Schwarzenbach am Wald	JQ237	94750169169			209978
Stadtbücherei Schwarzenbach an der Saale	JQ341	94750168168			209977
Stadtbücherei Schwarzenbek	JK422	10530116116			203365
Stadtbücherei Schweinfurt	GB503	96620000000			210223
Stadtbücherei Schwelm	AH272	59540024024			206609
Stadtbücherei Schwerte	AC353	59780028028			206597
Stadtbücherei Schöningen	KM540	31540019019			204622
Stadtbücherei Schönwald	JQ328	94790150150			209983
Stadtbücherei Seesen	KL778	31530012012			204661
Stadtbücherei Selb	JN873	94790152152			209973
Stadtbücherei Seligenstadt	HN697	64380013013			206890
Stadtbücherei Selters	LD376	71435007067			206396
Stadtbücherei Senden	TB758	97750152152			209380
Stadtbücherei Simbach a. Inn	RU154	92770145145			208781
Stadtbücherei Singen	GU955	83355005075			208314
Stadtbücherei Soest	AH454	59740040040			206717
Stadtbücherei Sonthofen	JB861	97800139139			209162
Stadtbücherei Spaichingen	PU635	83275004046			208335
Stadtbücherei Spalt	JB046	95760147147			209518
Stadtbücherei Spangenberg	KD024	66340024024			204195
Stadtbücherei Spenge	GD640	57580032032			204018
Stadtbücherei Sprockhövel	LB124	59540028028			205064
Stadtbücherei St. Andreas, Trostberg	PA549	91890157157			208662
Stadtbücherei St. Felizitas	QJ670	55580024024			206685
Stadtbücherei St. Gangolf	TL014	94725412154			210053
Stadtbücherei St. Georg	SM190	93760147147			209689
Stadtbücherei St. Johannes	SU421	93710113113			209541
Stadtbücherei St. Johannes	SM761	92790122122			209916
Stadtbücherei St. Johannes Ichenhausen	QW785	97745730143			209397
Stadtbücherei St. Kilian	QT715	94710140140			210035
Stadtbücherei St. Maria	RU178	92790122122			209917
Stadtbücherei St. Martin	QT260	94780176176			210091
Stadtbücherei St. Martin Illertissen	QW761	97750129129			209381
Stadtbücherei St. Martinus	PK115	53620032032			205716
Stadtbücherei St. Martinus Kerpen	PK115	53620032032			205714
Stadtbücherei St. Michael Grafenwöhr	NF773	93740124124			209707
Stadtbücherei St. Nikolaus Ebermannstadt	QB444	94745420121			209550
Stadtbücherei St. Pankratius	QF541	55540016016			205484
Stadtbücherei St. Walburga	PL739	53780024024			205862
Stadtbücherei Stadtallendorf	KH030	65340018018			204314
Stadtbücherei Stadthagen	HW382	32570035035			203981
Stadtbücherei Stadtsteinach	JN812	94775435156			209991
Stadtbücherei Stadtteilbücherei Pattensen	HL834	32410013013			203889
Stadtbücherei Starnberg	HQ268	91880139139			208567
Stadtbücherei Stein	JP853	95730127127			209461
Stadtbücherei Steinbach/Taunus	JN629	64340010010			206842
Stadtbücherei Steinfurt	HY792	55660084084			205444
Stadtbücherei Stockach	HF319	83355006079			208325
Stadtbücherei Stolberg	AJ446				205934
Stadtbücherei Stühlingen	HF307	83370106106			208465
Stadtbücherei Suhl	AL194	160540000000			210433
Stadtbücherei Sulingen	HL949	32510040040			203712
Stadtbücherei Sulz	JL505	83255006057			207703
Stadtbücherei Sylt-Westerland	LH850	10540168168			203560
Stadtbücherei Süßen	KQ875	81175006049			207818
Stadtbücherei Tecklenburg	GC416	55660088088			205592
Stadtbücherei Tecklenburg	GC416	55660088088			205593
Stadtbücherei Tegernsee St. Quirinus	PA495	91820132132			208720
Stadtbücherei Telgte	QF577	55700044044			205370
Stadtbücherei Tettnang	LS300	84355006057			209227
Stadtbücherei Teublitz		93760170170			209770
Stadtbücherei Thannhausen	JB812	97745732185			209031
Stadtbücherei Tirschenreuth	JN836	93770154154			210015
Stadtbücherei Tornesch	JX999	10560048048			203516
Stadtbücherei Traben-Trarbach	GA833	72315009124			206490
Stadtbücherei Traunreut	HL640	91890154154			208660
Stadtbücherei Traunstein	HQ189	91890155155			208658
Stadtbücherei Treuchtlingen	JB101	95770173173			209615
Stadtbücherei Trier	GA717	72110000000			206176
Stadtbücherei Trossingen	HE212	83275005049			208353
Stadtbücherei Twistringen	HN016	32510042042			203714
Stadtbücherei Tübingen	GD147	84160041041			207661
Stadtbücherei Tübingen	GD147	84160041041			207664
Stadtbücherei Töging	HQ839	91710132132			208813
Stadtbücherei Tönisvorst	GZ559	51660028028			205294
Stadtbücherei Tönisvorst	GZ559	51660028028			205296
Stadtbücherei Tönning	LH849	10540138138			203546
Stadtbücherei Uetersen	JX665	10560049049			203517
Stadtbücherei Uffenheim	JA923	95755519168			210140
Stadtbücherei und Artothek	KU649	10600092092			203435
Stadtbücherei und Stadtarchiv Lichtenfels	JN915	94780139139			210082
Stadtbücherei und Zelius Zentrum für Lesen, Integration und Sprache	HJ436	59620048048			206646
Stadtbücherei Usingen	JP154	64340011011			206829
Stadtbücherei Uslar	KH406	31550012012			204510
Stadtbücherei Vaihingen	KQ991	81185008073			207640
Stadtbücherei Velbert	AF160	51580032032			204927
Stadtbücherei Velburg	QH598	93730167167			209672
Stadtbücherei Vellmar	GS582	66330026026			204185
Stadtbücherei Vienenburg	KM242	31530017017			204654
Stadtbücherei Viernheim	HJ850	64310020020			207483
Stadtbücherei Vilshofen	SA098	92750154154			209933
Stadtbücherei Visselhövede	HC872	33570051051			203739
Stadtbücherei Visselhövede	HC872	33570051051			203740
Stadtbücherei Vlotho		Library			204044
Stadtbücherei Vohenstrauß	JN848	93740162162			209706
Stadtbücherei Volkmarsen	KE181	66350020020			204256
Stadtbücherei Vöhringen	SW012	97750162162			209383
Stadtbücherei Waiblingen	KR016	81190079079			207612
Stadtbücherei Waldbröl	JB691	53740044044			205872
Stadtbücherei Waldenbuch	KR028	81155006048			207591
Stadtbücherei Waldenburg	GL105	81265001085			207982
Stadtbücherei Waldkappel	KA436	66360012012			204526
Stadtbücherei Waldkirchen	RX485	92720151151			209833
Stadtbücherei Waldsassen	JM789	93770158158			210016
Stadtbücherei Walldorf	GW753	82260095095			207520
Stadtbücherei Wallenfels	JQ274	94760184184			210098
Stadtbücherei Walsrode	HG919	33580022022			203836
Stadtbücherei Warendorf	AA423	55700052052			205346
Stadtbücherei Warstein-Belecke	HQ049	59740044044			206734
Stadtbücherei Wassertrüdingen	JC518	95710214214			209606
Stadtbücherei Wedel	JN368	10560050050			203409
Stadtbücherei Weener	KN143	34570021021			203668
Stadtbücherei Weikersheim	KR077	81280126126			210428
Stadtbücherei Weilheim	HQ086	91900157157			208576
Stadtbücherei Weilheim a.d.T.	KR910	81165008070			207834
Stadtbücherei Weimar	AB518	160550000000			210505
Stadtbücherei Weinsberg	LE368	81255014102			207923
Stadtbücherei Weinstadt	KQ772	81190091091			207614
Stadtbücherei Weiterstadt	HP537	64320023023			207025
Stadtbücherei Weißenhorn		97750164164			209382
Stadtbücherei Weißensee	WL670	160680058058			210523
Stadtbücherei Wemding	JB769	97795723228			209062
Stadtbücherei Wendlingen am Neckar	GW960	81165009071			207835
Stadtbücherei Werdohl	HJ424	59620060060			206641
Stadtbücherei Werl	AD424	59740052052			206714
Stadtbücherei Wermelskirchen	HN776	53780032032			204947
Stadtbücherei Wernau	KR958	81160072072			207836
Stadtbücherei Werne	AG425	59780040040			206689
Stadtbücherei Werner A. Güth Mediathek der Stadt Hachenburg	HK921	71435002229			206581
Stadtbücherei Wertheim	LE393	81280131131			210398
Stadtbücherei Wesselburen	JX732	10515172130			203541
Stadtbücherei Wesseling	LL206	53620040040			205756
Stadtbücherei Westerstede	RD896	34510007007			203644
Stadtbücherei Wetter	AK426	59540032032			206605
Stadtbücherei Widdern	GF648	81255007103			207935
Stadtbücherei Wiehl	GA122	53740048048			205885
Stadtbücherei Wilster	JX793	10610113113			203532
Stadtbücherei Windischeschenbach	JM856	93740168168			209712
Stadtbücherei Windsbach	JC488	95710226226			209590
Stadtbücherei Winnenden	KR983	81195006085			207613
Stadtbücherei Wipperfürth	JB708	53740052052			205891
Stadtbücherei Wipperfürth	JB708	53740052052			205893
Stadtbücherei Wirges	HL044	71435010081			206448
Stadtbücherei Wittingen	HG567	31510040040			203810
Stadtbücherei Wittlich	GA845	72310134134			206214
Stadtbücherei Wittmund	KD966	34620019019			203611
Stadtbücherei Wolfenbüttel	KM746	31580037037			204617
Stadtbücherei Wolfhagen	KE223	66330028028			204255
Stadtbücherei Wolfratshausen		91730147147			208610
Stadtbücherei Wyk	LH862	10545488164			203557
Stadtbücherei Würselen	LE241				205924
Stadtbücherei Wörth am Rhein	GB254	73340501501			208172
Stadtbücherei Wörth an der Donau	LB550	93755336210			209747
Stadtbücherei Xanten	HM048	51700052052			205186
Stadtbücherei Überlingen	KS501	84355007059			209336
Stadtbücherei Zell/Mosel	JL773	71355005092			206492
Stadtbücherei Zentralbibliothek Frankfurt am Main	AA277	64120000000			206788
Stadtbücherei Zierenberg	KE235	66330029029			204197
Stadtbücherei Zirndorf	JB137	95730134134			209454
Stadtbücherei Zweibrücken	LE289	73200000000			207246
Stadtbücherei Zwiesel	JP002	92760148148			209887
Stadtbücherei Zwingenberg	JL669	64310022022			207067
Stadtbücherei Zülpich	JQ869	53660044044			206156
Stadtbücherei Öhringen	LB483	81265005066			207977
Stadtbücherei Östringen	GE747	82150064064			208162
Stadtbücherei, Max-Heim-Bücherei	AH284	96630000000			210124
Stadtbücherei. Ortsteil Benthe	KU844	32410014014			203880
Stadtbücherei. Ortsteil Empelde	LD807	32410014014			203881
Stadtbücherei. Ortsteil Ihme-Roloven	JF672	32410014014			203882
Stadtbücherei. Ortsteil Weetzen	KU868	32410014014			203883
Stadtbücherei/Mediothek Homberg(Efze)	AE234	66340009009			204271
Stadtbüchereien Düsseldorf	AE362	51110000000			204754
Stadtbüchereien Hamm	AD229	59150000000			206650
Stadtbüchereien Landeshauptstadt Düsseldorf	AE362	51110000000			204753
Stadtbüchereien Obertshausen	JR527	64380010010			206864
Stadtinformation und Bibliothek Jerichow	GD226	150860080080			204703
Stadtteilbibliothek Bad Cannstatt					61203
Stadtteilbibliothek Bocklemünd/Mengenich					62213
Stadtteilbibliothek Bornheim					42136
Stadtteilbibliothek Botnang					61205
Stadtteilbibliothek Chorweiler					62214
Stadtteilbibliothek Degerloch					61206
Stadtteilbibliothek Dornbusch					42137
Stadtteilbibliothek Ehrenfeld					62215
Stadtteilbibliothek Fahrbücherei					61207
Stadtteilbibliothek Feuerbach					61208
Stadtteilbibliothek Freiberg					61209
Stadtteilbibliothek Friedrichshain-Kreuzberg, Friedrich-von-Raumer-Bibliothek	LH242	110000000000			203032
Stadtteilbibliothek Gallus					42138
Stadtteilbibliothek Gostenhof					61195
Stadtteilbibliothek Griesheim					42139
Stadtteilbibliothek Haaren					61188
Stadtteilbibliothek Hainstadt	JM340	82250014014			207995
Stadtteilbibliothek Haus Balchem					62216
Stadtteilbibliothek im Bürgerzentrum Villa Leon					61198
Stadtteilbibliothek Kalk					62217
Stadtteilbibliothek Kneippweg					61204
Stadtteilbibliothek Langwasser					61196
Stadtteilbibliothek Leherheide					61153
Stadtteilbibliothek Maxfeld					61197
Stadtteilbibliothek Mülheim					62218
Stadtteilbibliothek Münster					61211
Stadtteilbibliothek Möhringen					61210
Stadtteilbibliothek Neubrück					62219
Stadtteilbibliothek Nieder-Eschbach					42140
Stadtteilbibliothek Niederrad					42141
Stadtteilbibliothek Nippes					62220
Stadtteilbibliothek Ost					61189
Stadtteilbibliothek Ost					61213
Stadtteilbibliothek Plieningen					61214
Stadtteilbibliothek Porz					62221
Stadtteilbibliothek Riederwald					42142
Stadtteilbibliothek Rodenkirchen					62222
Stadtteilbibliothek Rödelheim					42143
Stadtteilbibliothek Schmökerstube Gera-Langenberg	GL552	160520000000			202815
Stadtteilbibliothek Schoppershof					61199
Stadtteilbibliothek Schwanheim					42144
Stadtteilbibliothek Seckbach					42145
Stadtteilbibliothek Sindlingen					42146
Stadtteilbibliothek Sossenheim					42147
Stadtteilbibliothek Spöck	KT463	82150109109			208127
Stadtteilbibliothek Stammheim					61215
Stadtteilbibliothek südpunkt					61200
Stadtteilbibliothek Sülz					62223
Stadtteilbibliothek Untertürkheim					61216
Stadtteilbibliothek Vaihingen					61217
Stadtteilbibliothek Weilimdorf					61218
Stadtteilbibliothek West					61219
Stadtteilbibliothek Zuffenhausen					61220
Stadtteilbücherei Bronnzell	KT530	66310009009			204406
Stadtteilbücherei Eberstadt	JM212	82250014014			207994
Stadtteilbücherei Edelzell	KG967	66310009009			204404
Stadtteilbücherei Fulda Galerie	FU341	66310009009			204403
Stadtteilbücherei Gläserzell	GZ183	66310009009			204400
Stadtteilbücherei Großseelheim	KC895	65340011011			204320
Stadtteilbücherei Holzhausen	KA175	66330014014			204224
Stadtteilbücherei Johannesberg	KG785	66310009009			204399
Stadtteilbücherei Landau	KJ022	66350002002			204252
Stadtteilbücherei Langenstein	KC949	65340011011			204319
Stadtteilbücherei Münster-Hiltrup. St. Clemens	PB372	55150000000			205335
Stadtteilbücherei Queck	HB508	65350015015			204417
Stadtteilbücherei und Schulbibliothek Neugereut					61212
Stadtteilbücherei Wiera	KE430	66340022022			204280
Stadtteilbücherei Ziegenhain	KA114	66340022022			204281
Stadtteilücherei Ronnenberg	GM705	32410014014			203879
Stadtverwaltung Gotha, Stadtbibliothek Heinrich Heine	WB010	160670029029			210551
Steinbeisbücherei Ölbronn	GY907	82365006075			208068
Stift Tilbeck. Bibliothek	NY618	55580020020			205389
Stiftung Centralbibliothek für Blinde	DB055	20000000000			203397
Stiftung Pfennigparade, Bibliothek	QY514	91620000000			208500
Stollhamm Butjadingen	TU794	34610003003			203710
Strandbücherei Schillig	GX010	34550020020			203618
Strategy&					58095
Studienbibliothek Dillingen/Donau	CZ793	97730125125			209408
Stuttgart Central Library for Pedagogics					38740
Stuttgart Media University Library					38765
Stuttgart University Library				18598	0V+; DESTU36913
Stuttgart University of Applied Sciences Library					38762
Stuttgart University of Music Library					38750
Städtische Bibliotheken Dresden					61333
Städtische Bibliotheken Dresden	AE106	146120000000			202399
Städtische Bibliotheken Dresden	AE106	146120000000			202400
Städtische Bibliotheken Dresden, Musikbibliothek	MC754	146120000000			202401
Städtische Bibliotheken Singen	GU955	83355005075			208313
Städtische Bücherei	JK070	64310015015			207068
Städtische Bücherei Barntrup	GD421	57660012012			204048
Städtische Bücherei Bendorf/Rhein	HK866	71370203203			206386
Städtische Bücherei Dassel	LF658	31550003003			204557
Städtische Bücherei Hallwangen	HP215	82375001019			207725
Städtische Bücherei Stadtprozelten	HZ292	96765632158			210407
Städtische Kliniken Oldenburg GmbH. Patientenbibliothek	RP351	34030000000			203577
Städtische Mediothek Niederstetten	KR776	81280082082			210432
Städtische Mediothek Tauberbischofsheim	GH505	81285004115			210412
Städtische Volksbücherei	JA868	95630000000			209487
Städtisches Klinikum Brandenburg GmbH. Wissenschaftliche Bibliothek	EF637	120510000000			203093
Sächsische Landesfachstelle für Bibliotheken	XY936	145110000000			202908
Sächsisches Landesgymnasium Sankt Afra, Schulbibliothek		146270140140			202425
Thomas-Bücherei der Evangelische Kirchengemeinde Klecken	NF189	33530029029			203331
Thomas-Valentin-Stadtbücherei	AJ239	59740028028			206727
TIB – Leibniz-Informationszentrum Technik und Naturwissenschaften und Universitätsbibliothek				87413	UB#44358
Timotheus-Bücherei Osnabrück	RP211	34040000000			205500
TKI Bücherei Bleichenbach	BL636	64400019019			206934
Tolstoy Library					199320
Treffpunkt Buch  (der Evangelische-luth. St. Remigius Kirchengemeinde)	SB295	33605405023			203827
Trier University Library					3984
Trossingen University of Music Library					38748
Ubbo-Emmius-Klinik	AU266	34520001001			203637
UFZ library					200978
Ulm University Communication and Information Center					38737
